title,placeUrl,category,address,LGA
Oke- Koto,https://www.google.com/maps/place/Oke-+Koto/data=!4m7!3m6!1s0x103b916cd6b5cbf9:0xb237083cbf8d46e5!8m2!3d6.6236274!4d3.3190554!16s%2Fg%2F1hhvp0m1y!19sChIJ-cu11myROxAR5UaNvzwIN7I,Bus stop,"Old Ipaja Rd, Agege 102212, Lagos, Nigeria",Agege
Ikeja Bus Station,https://www.google.com/maps/place/Ikeja+Bus+Station/data=!4m7!3m6!1s0x103b91891265dc55:0x78666df7c7a37713!8m2!3d6.5954885!4d3.3357126!16s%2Fg%2F11cfg_h9g!19sChIJVdxlEomROxARE3ejx_dtZng,Bus stop,"Agege Motor Rd, Ikeja 101233, Lagos, Nigeria",Agege
Ikeja Along Busstop,https://www.google.com/maps/place/Ikeja+Along+Busstop/data=!4m7!3m6!1s0x103b91896f1904b9:0xb3cc54c744b8e2ab!8m2!3d6.5946237!4d3.3357856!16s%2Fg%2F1tdj6j_b!19sChIJuQQZb4mROxARq-K4RMdUzLM,Bus stop,"Oshodi-Isolo 101233, Lagos, Nigeria",Agege
Church Bus Stop,https://www.google.com/maps/place/Church+Bus+Stop/data=!4m7!3m6!1s0x103b913a1b202d69:0x9fdc7825feef2de2!8m2!3d6.6413522!4d3.3132496!16s%2Fg%2F11gztq0gp!19sChIJaS0gGzqROxAR4i3v_iV43J8,Bus stop,"Agege 102212, Lagos, Nigeria",Agege
College Bus Stop,https://www.google.com/maps/place/College+Bus+Stop/data=!4m7!3m6!1s0x103b9148b17dc52f:0x57871012b83aa4d3!8m2!3d6.6428895!4d3.3234608!16s%2Fg%2F12xqhwp50!19sChIJL8V9sUiROxAR06Q6uBIQh1c,Bus stop,"Iju Ishaga Rd, Ifako Agege 101232, Lagos, Nigeria",Agege
Bus Stop,https://www.google.com/maps/place/Bus+Stop/data=!4m7!3m6!1s0x103b90e04b17d0ad:0x8329182c114f708e!8m2!3d6.6289528!4d3.2971483!16s%2Fg%2F1tz2vpt6!19sChIJrdAXS-CQOxARjnBPESwYKYM,Bus stop,"Tunde Street, Agege 102213, Lagos, Nigeria",Agege
Bus Stop,https://www.google.com/maps/place/Bus+Stop/data=!4m7!3m6!1s0x103b90deef15dedf:0x4a4911899d639d93!8m2!3d6.6351259!4d3.2953674!16s%2Fg%2F1tg96wxg!19sChIJ394V796QOxARk51jnYkRSUo,Bus stop,"Ope-Agbe St, Agege 102213, Lagos, Nigeria",Agege
Super Bus Stop,https://www.google.com/maps/place/Super+Bus+Stop/data=!4m7!3m6!1s0x103b912f5d5aa247:0xa3bb0651ff5e1d51!8m2!3d6.6427527!4d3.3048365!16s%2Fg%2F1tlv40l7!19sChIJR6JaXS-ROxARUR1e_1EGu6M,Bus stop,"A5, Agege 102213, Lagos, Nigeria",Agege
Car Wash Bus Stop,https://www.google.com/maps/place/Car+Wash+Bus+Stop/data=!4m7!3m6!1s0x103b9102a62750ab:0xb1bb8654d6e9a217!8m2!3d6.6201868!4d3.2988245!16s%2Fg%2F1tg3772g!19sChIJq1AnpgKROxARF6Lp1lSGu7E,Bus stop,"Oki Rd, Agege 102213, Lagos, Nigeria",Agege
Vulcaniser Bus Stop,https://www.google.com/maps/place/Vulcaniser+Bus+Stop/data=!4m7!3m6!1s0x103b93da755bd9e9:0xcaafb26210f14a39!8m2!3d6.6205576!4d3.3452457!16s%2Fg%2F1tht98f1!19sChIJ6dlbddqTOxAROUrxEGKyr8o,Bus stop,"Adeniyi Jones, Ogba 101233, Ikeja, Lagos, Nigeria",Agege
