title,placeUrl,category,address,LGA,Ikeja,Badagry,Oshodi,Ikorodu,Obalende
Obanikoro,https://www.google.com/maps/place/Obanikoro/data=!4m7!3m6!1s0x103b8d97d1dbc69f:0xc59619d916476ddc!8m2!3d6.546409!4d3.367024!16s%2Fg%2F11b6c5vr89!19sChIJn8bb0ZeNOxAR3G1HFtkZlsU,Bus stop,"Ilupeju 102215, Ikeja, Lagos, Nigeria",Somolu,8876,69973,12594,23805,20291
Odunlade,https://www.google.com/maps/place/Odunlade/data=!4m7!3m6!1s0x103b8da8c0786385:0x2fe87ebd1ae9e8b7!8m2!3d6.533723!4d3.375298!16s%2Fg%2F11n38_tfcf!19sChIJhWN4wKiNOxARt-jpGr1-6C8,Bus stop,"Somolu 102216, Ikeja, Lagos, Nigeria",Somolu,10517,71615,14235,25450,17646
BRT Bus Stop,https://www.google.com/maps/place/BRT+Bus+Stop/data=!4m7!3m6!1s0x103b8d962aa79419:0xdac7094911491157!8m2!3d6.5416608!4d3.3667302!16s%2Fg%2F1w02gs7_!19sChIJGZSnKpaNOxARVxFJEUkJx9o,Parking lot,"G9R8+MM9, Onipanu 102215, Lagos, Nigeria",Somolu,13308,66289,9658,28235,15980
Lady Lack,https://www.google.com/maps/place/Lady+Lack/data=!4m7!3m6!1s0x103b8d0ed3c8f7c5:0xe348c7c97b60319f!8m2!3d6.538122!4d3.3845079!16s%2Fg%2F1w2j4f8_!19sChIJxffI0w6NOxARnzFge8nHSOM,Bus stop,"Akinpelu St, Somolu 102216, Lagos, Nigeria",Somolu,10789,71887,14508,25722,17800
Unilag Bus Terminus,https://www.google.com/maps/place/Unilag+Bus+Terminus/data=!4m7!3m6!1s0x103b8ce6ae47f76b:0x14a51cba515554f5!8m2!3d6.51845!4d3.394756!16s%2Fg%2F1vz85vjq!19sChIJa_dHruaMOxAR9VRVUbocpRQ,Bus stop,"Lagos Mainland 101245, Lagos, Nigeria",Somolu,13217,65525,10677,28145,10918
Fadeyi Bus Stop,https://www.google.com/maps/place/Fadeyi+Bus+Stop/data=!4m7!3m6!1s0x103b8db24e2eafbb:0xf76387cd0fbf79d6!8m2!3d6.5278119!4d3.3670548!16s%2Fg%2F1hhwm2v_y!19sChIJu68uTrKNOxAR1nm_D82HY_c,Bus stop,"Mushin 102215, Lagos, Nigeria",Somolu,12878,63876,5862,27808,24294
Ilaje,https://www.google.com/maps/place/Ilaje/data=!4m7!3m6!1s0x103b8d1a907def99:0x341aba93112bde15!8m2!3d6.5343128!4d3.3911876!16s%2Fg%2F11g_qwrcm!19sChIJme99kBqNOxARFd4rEZO6GjQ,Bus stop,"Ilaje Rd, Somolu 102216, Lagos, Nigeria",Somolu,12489,72908,15529,25483,16941
Onipanu Bus Park,https://www.google.com/maps/place/Onipanu+Bus+Park/data=!4m7!3m6!1s0x103b8db023a2d413:0x15928726fff2ae6c!8m2!3d6.53353!4d3.36869!16s%2Fg%2F11ssb9brsk!19sChIJE9SiI7CNOxARbK7y_yaHkhU,Bus stop,"Somolu 102216, Ikeja, Lagos, Nigeria",Somolu,10517,71615,14235,25450,17646
Moshalasi,https://www.google.com/maps/place/Moshalasi/data=!4m7!3m6!1s0x103b8daf4a17efa1:0x5b9c2deb5b528cd0!8m2!3d6.533816!4d3.373892!16s%2Fg%2F11r6y8k73f!19sChIJoe8XSq-NOxAR0IxSW-stnFs,Bus stop,"Somolu 102216, Ikeja, Lagos, Nigeria",Somolu,10517,71615,14235,25450,17646
Moshalasi,https://www.google.com/maps/place/Moshalasi/data=!4m7!3m6!1s0x103b8c4c1c082b47:0xc72522d0aa9a00c6!8m2!3d6.51948!4d3.36498!16s%2Fg%2F11b6c6259s!19sChIJRysIHEyMOxARxgCaqtAiJcc,Bus stop,"Idi Oro 101241, Ikeja, Lagos, Nigeria",Somolu,14927,65240,7456,29855,14282
Anthony,https://www.google.com/maps/place/Anthony/data=!4m7!3m6!1s0x103b8d8fb430b027:0xd5073b8735cd0a4e!8m2!3d6.557963!4d3.366862!16s%2Fg%2F1hhwl0mkg!19sChIJJ7AwtI-NOxARTgrNNYc7B9U,Bus stop,"Ilupeju 102215, Ikeja, Lagos, Nigeria",Somolu,8876,69973,12594,23805,20291
Waec Bus Stop,https://www.google.com/maps/place/Waec+Bus+Stop/data=!4m7!3m6!1s0x103b8c51a3d2827d:0x23d4131a02344f1!8m2!3d6.5176!4d3.37129!16s%2Fg%2F11r6y2kxtt!19sChIJfYLSo1GMOxAR8UQjoDFBPQI,Bus stop,"Jibowu 101245, Ikeja, Lagos, Nigeria",Somolu,11419,63627,8779,26346,13318
Yabatech Bus Stop,https://www.google.com/maps/place/Yabatech+Bus+Stop/data=!4m7!3m6!1s0x103b8c5722ff3b09:0x6fffe239c796eed4!8m2!3d6.5159106!4d3.3752838!16s%2Fg%2F11g_tnkqp!19sChIJCTv_IleMOxAR1O6Wxzni_28,Bus stop,"Aggrey Street, Yaba 101245, Lagos, Nigeria",Somolu,12132,64439,9591,27059,12351
Pedro,https://www.google.com/maps/place/Pedro/data=!4m7!3m6!1s0x103b8d9e660f732b:0x8f08ed13c2529edc!8m2!3d6.549999!4d3.377271!16s%2Fg%2F11b6b8f405!19sChIJK3MPZp6NOxAR3J5SwhPtCI8,Bus stop,"Pedro 102216, Ikeja, Lagos, Nigeria",Somolu,8499,72817,15438,23431,18095
BRT Bus Stop,https://www.google.com/maps/place/BRT+Bus+Stop/data=!4m7!3m6!1s0x103b8c4d36d6d93b:0xce697a8e72019117!8m2!3d6.5239745!4d3.3675778!16s%2Fg%2F11gzqccp4!19sChIJO9nWNk2MOxARF5EBco56ac4,Bus stop,"Alakija St, Surulere 101245, Lagos, Nigeria",Somolu,11409,64101,9253,26336,13773
Shyllon,https://www.google.com/maps/place/Shyllon/data=!4m7!3m6!1s0x103b8db967aa78ff:0x85a92ef84f683c10!8m2!3d6.538977!4d3.363611!16s%2Fg%2F11n38v70yn!19sChIJ_3iqZ7mNOxAREDxoT_guqYU,Bus stop,"Onipanu 102215, Ikeja, Lagos, Nigeria",Somolu,13824,66805,9354,28751,16497
Anthony Village Bus Stop,https://www.google.com/maps/place/Anthony+Village+Bus+Stop/data=!4m7!3m6!1s0x103b8d8f7ebdcc61:0x18711e63fd96110f!8m2!3d6.5593778!4d3.3688786!16s%2Fg%2F1q4kmrbcg!19sChIJYcy9fo-NOxARDxGW_WMecRg,Bus stop,"Anthony Village Rd, Kosofe 105102, Ikeja, Lagos, Nigeria",Somolu,6658,67368,9989,21590,20183
Empire,https://www.google.com/maps/place/Empire/data=!4m7!3m6!1s0x103b8c4ebdd3e74d:0x518d31a184cfe5d5!8m2!3d6.518174!4d3.365205!16s%2Fg%2F11b6b49w9d!19sChIJTefTvU6MOxAR1eXPhKExjVE,Bus stop,"Idi Oro 101241, Ikeja, Lagos, Nigeria",Somolu,14927,65240,7456,29855,14282
Macaulay Lane Bus Stop,https://www.google.com/maps/place/Macaulay+Lane+Bus+Stop/data=!4m7!3m6!1s0x103b8dc7dc2c20af:0xe4b82e41c0af1912!8m2!3d6.535558!4d3.3576549!16s%2Fg%2F1ptyb9_z5!19sChIJryAs3MeNOxAREhmvwEEuuOQ,Bus stop,"Macaulay St, Mushin 102215, Ikeja, Lagos, Nigeria",Somolu,10892,64832,6818,26676,14820
Bus Hiring,https://www.google.com/maps/place/Bus+Hiring/data=!4m7!3m6!1s0x103b8cfd61c91a29:0x5773207bc160a7e!8m2!3d6.5242527!4d3.3878437!16s%2Fg%2F11nyqn_b4b!19sChIJKRrJYf2MOxARfgoWvAcydwU,Bus and coach company,"27 Moronfolu Street, off St Finbarrs Road, Close to University Of Lagos, Akoka, Yaba, Lagos, Nigeria",Somolu,13998,66306,11458,28926,13680
Olosha Bus Stop,https://www.google.com/maps/place/Olosha+Bus+Stop/data=!4m7!3m6!1s0x103b8dca8d8a7127:0xc34cf57a8ce20881!8m2!3d6.526432!4d3.358003!16s%2Fg%2F11fp8l60n6!19sChIJJ3GKjcqNOxARgQjijHr1TMM,Bus station,"Fadeyi 102215, Ikeja, Lagos, Nigeria",Somolu,14250,64563,7425,29178,13605
Saint Agnes Bus Stop,https://www.google.com/maps/place/Saint+Agnes+Bus+Stop/data=!4m7!3m6!1s0x103b8c585653cadb:0xeb22ca7fe7a3789b!8m2!3d6.5112151!4d3.3771425!16s%2Fg%2F1hhwtx8ty!19sChIJ28pTVliMOxARm3ij53_KIus,Bus stop,"Herbert Macaulay Way, Yaba 101245, Lagos, Nigeria",Somolu,13255,66380,10714,28182,10888
Ekene Dili Chukwu Transport company,https://www.google.com/maps/place/Ekene+Dili+Chukwu+Transport+company/data=!4m7!3m6!1s0x103b8c4e0a321425:0x8f8796208243bde5!8m2!3d6.5191325!4d3.3680713!16s%2Fg%2F1td82jp7!19sChIJJRQyCk6MOxAR5b1DgiCWh48,Bus stop,"Jibowu St, Surulere 101245, Lagos, Nigeria",Somolu,11098,64111,14816,26025,13803
Unilag Gate (Akoka Road),https://www.google.com/maps/place/Unilag+Gate+%28Akoka+Road%29/data=!4m7!3m6!1s0x103b8cfbe0dd4343:0x5dfece8f7a221bcd!8m2!3d6.5177077!4d3.3842291!16s%2Fg%2F11h08cg3m!19sChIJQ0Pd4PuMOxARzRsieo_O_l0,Bus stop,"University Rd, Yaba 101245, Lagos, Nigeria",Somolu,12379,64687,9839,27307,12115
Idi Oro Bus Stop,https://www.google.com/maps/place/Idi+Oro+Bus+Stop/data=!4m7!3m6!1s0x103b8c4b36d0cac7:0x2a552efbe5072dbb!8m2!3d6.5239452!4d3.3625889!16s%2Fg%2F1vzsh_j6!19sChIJx8rQNkuMOxARuy0H5fsuVSo,Bus stop,"08096196617, Ikeolu St, Lagos, Nigeria",Somolu,13806,64118,7506,28733,13160
Yaba Bus Stop,https://www.google.com/maps/place/Yaba+Bus+Stop/data=!4m7!3m6!1s0x103b8c5a955230e3:0x7a9d99f008bc303a!8m2!3d6.5124916!4d3.3704344!16s%2Fg%2F1hhx4gmw5!19sChIJ4zBSlVqMOxAROjC8CPCZnXo,Bus stop,"Edmund Cres, Yaba 101245, Lagos, Nigeria",Somolu,13609,63920,10645,28536,12973
Oloosa,https://www.google.com/maps/place/Oloosa/data=!4m7!3m6!1s0x103b8dca93bb10db:0x72f5f8b9c040afd!8m2!3d6.526296!4d3.357988!16s%2Fg%2F11b6b4z9_f!19sChIJ2xC7k8qNOxAR_QoEnItfLwc,Bus stop,"Idi Oro 102215, Ikeja, Lagos, Nigeria",Somolu,14927,65240,7456,29855,14282
Olosha Bus Stop,https://www.google.com/maps/place/Olosha+Bus+Stop/data=!4m7!3m6!1s0x103b8dca927673b7:0xd24262bf1468e956!8m2!3d6.5259438!4d3.3573559!16s%2Fg%2F1hhvz5hd5!19sChIJt3N2ksqNOxARVuloFL9iQtI,Bus stop,"Martins Street, Mushin 102215, Lagos, Nigeria",Somolu,14565,64877,7094,29492,13919
Dj Rashy,https://www.google.com/maps/place/Dj+Rashy/data=!4m7!3m6!1s0x103b8d0c00a6b879:0xce58454f5d3d0ae!8m2!3d6.527717!4d3.387182!16s%2Fg%2F11jknmzdqj!19sChIJebimAAyNOxARrtDT9VSE5Qw,Parking garage,"2 Abdullahi Street, Akoka 102216, Lagos, Nigeria",Somolu,14426,66734,11885,29354,17357
A.D.O COMPUTER SOLUTION,https://www.google.com/maps/place/A.D.O+COMPUTER+SOLUTION/data=!4m7!3m6!1s0x103b8d86f2a35939:0x84c6b9a45b0b24f9!8m2!3d6.544199!4d3.37937!16s%2Fg%2F11j_rg62kg!19sChIJOVmj8oaNOxAR-SQLW6S5xoQ,Parking garage,"26 Ojelade Street Lagos 1st, Lagos, Nigeria",Somolu,9735,70832,13453,24668,21616
St Agnes Bus Stop,https://www.google.com/maps/place/St+Agnes+Bus+Stop/data=!4m7!3m6!1s0x103b8c58c00233ef:0xe6eb515d58442a46!8m2!3d6.5097467!4d3.3779526!16s%2Fg%2F1tgw2544!19sChIJ7zMCwFiMOxARRipEWF1R6-Y,Bus stop,"Herbert Macaulay Way, Yaba 101245, Lagos, Nigeria",Somolu,13255,66380,10714,28182,10888
Dedun Stone,https://www.google.com/maps/place/Dedun+Stone/data=!4m7!3m6!1s0x103b8d9cb069bec3:0xdf4bec37d5890e92!8m2!3d6.53769!4d3.38602!16s%2Fg%2F11jkpb1r_z!19sChIJw75psJyNOxARkg6J1TfsS98,Parking garage,"2 Akoko Crescent Kajola Bus Stop Lagos, Ojorin, Nigeria",Somolu,13332,71752,10792,25587,17665
