title,placeUrl,category,address,LGA
Low Cost,https://www.google.com/maps/place/Low+Cost/data=!4m7!3m6!1s0x103b62e2f8210d19:0x8adda1ba563a4f9d!8m2!3d6.440085!4d2.910016!16s%2Fg%2F11fp8kylgp!19sChIJGQ0h-OJiOxARnU86Vrqh3Yo,Bus station,"103242, Isalu, Lagos, Nigeria",Badagry
Ile Oba,https://www.google.com/maps/place/Ile+Oba/data=!4m7!3m6!1s0x103b626b25e67e87:0xd728378dd0305a7d!8m2!3d6.417969!4d2.878347!16s%2Fg%2F11h84r749z!19sChIJh37mJWtiOxARfVow0I03KNc,Bus station,"103101, Badagry, Lagos, Nigeria",Badagry
Oko-Afo Bus Stop,https://www.google.com/maps/place/Oko-Afo+Bus+Stop/data=!4m7!3m6!1s0x103b7eb2f38d4c49:0x7bc41c90533f15!8m2!3d6.4816944!4d3.0290652!16s%2Fg%2F11c0r0xs5n!19sChIJSUyN87J-OxARFT9TkBzEewA,Bus stop,"Lagos - Badagry Expy, 103101, Badagry, Lagos, Nigeria",Badagry
Cele,https://www.google.com/maps/place/Cele/data=!4m7!3m6!1s0x103c9e2f2c34ac8b:0xf938373ac0660bbd!8m2!3d6.394423!4d2.825771!16s%2Fg%2F11n38z7l_9!19sChIJi6w0LC-ePBARvQtmwDo3OPk,Bus stop,"103241, Ogungbe, Lagos, Nigeria",Badagry
Yadi,https://www.google.com/maps/place/Yadi/data=!4m7!3m6!1s0x103c9e240f43928b:0x3378b9276627d010!8m2!3d6.393934!4d2.832408!16s%2Fg%2F11h84r8n_7!19sChIJi5JDDySePBARENAnZie5eDM,Bus station,"103241, Lagos, Nigeria",Badagry
Low Cost,https://www.google.com/maps/place/Low+Cost/data=!4m7!3m6!1s0x103b62e2f8576103:0xf31d7fa208a82591!8m2!3d6.439949!4d2.909988!16s%2Fg%2F11fp8l4gb0!19sChIJA2FX-OJiOxARkSWoCKJ_HfM,Bus station,"103101, Isalu, Lagos, Nigeria",Badagry
Baji,https://www.google.com/maps/place/Baji/data=!4m7!3m6!1s0x103c9e1d6ee4b23b:0xe47ddbd7e54781fe!8m2!3d6.399043!4d2.846063!16s%2Fg%2F11fp8l0pw8!19sChIJO7Lkbh2ePBAR_oFH5dfbfeQ,Bus station,"103241, Ago Hausa, Lagos, Nigeria",Badagry
Bernards,https://www.google.com/maps/place/Bernards/data=!4m7!3m6!1s0x103b62f8cd898aed:0xf9db2a274808ec89!8m2!3d6.436606!4d2.899492!16s%2Fg%2F11j0j32wbc!19sChIJ7YqJzfhiOxARiewISCcq2_k,Bus station,"103242, Isalu, Lagos, Nigeria",Badagry
French Village,https://www.google.com/maps/place/French+Village/data=!4m7!3m6!1s0x103b6257f330f253:0xee1ff21375dbd2ff!8m2!3d6.431976!4d2.896411!16s%2Fg%2F11h84r7fc4!19sChIJU_Iw81diOxAR_9LbdRPyH-4,Bus station,"103242, Isalu, Lagos, Nigeria",Badagry
Apata,https://www.google.com/maps/place/Apata/data=!4m7!3m6!1s0x103b62df0d563dd3:0x458cbc4e6a7197b4!8m2!3d6.440678!4d2.920713!16s%2Fg%2F11fp8l0znq!19sChIJ0z1WDd9iOxARtJdxak68jEU,Bus station,"103101, Lagos, Nigeria",Badagry
Cele,https://www.google.com/maps/place/Cele/data=!4m7!3m6!1s0x103c9e2f2e4ddbc5:0x7e11cc18d419bdee!8m2!3d6.394212!4d2.825817!16s%2Fg%2F11j0j2_86t!19sChIJxdtNLi-ePBAR7r0Z1BjMEX4,Bus station,"103241, Lagos, Nigeria",Badagry
Bernards,https://www.google.com/maps/place/Bernards/data=!4m7!3m6!1s0x103b62f8d1923e73:0x90e8a41fc4c42bf5!8m2!3d6.436454!4d2.899591!16s%2Fg%2F11j0j2tf25!19sChIJcz6S0fhiOxAR9SvExB-k6JA,Bus station,"103101, Isalu, Lagos, Nigeria",Badagry
Mobil,https://www.google.com/maps/place/Mobil/data=!4m7!3m6!1s0x103b7d2ac449f555:0xca9d79ca1bf908e1!8m2!3d6.440183!4d2.938374!16s%2Fg%2F11h84r7jd2!19sChIJVfVJxCp9OxAR4Qj5G8p5nco,Bus station,"103242, Itoga, Lagos, Nigeria",Badagry
Yafin,https://www.google.com/maps/place/Yafin/data=!4m7!3m6!1s0x103b6238b5a5952f:0xb2e128c38617db2c!8m2!3d6.426515!4d2.876529!16s%2Fg%2F11j0j2tk76!19sChIJL5WltThiOxARLNsXhsMo4bI,Bus station,"103242, Isalu, Lagos, Nigeria",Badagry
Saw Mill,https://www.google.com/maps/place/Saw+Mill/data=!4m7!3m6!1s0x103b62fc508c77c7:0xd0881f035143957f!8m2!3d6.43887!4d2.904665!16s%2Fg%2F11hf00wz7q!19sChIJx3eMUPxiOxARf5VDUQMfiNA,Bus station,"103101, Isalu, Lagos, Nigeria",Badagry
