title,placeUrl,category,address,LGA,Ikeja,Badagry,Oshodi,Ikorodu,Obalende
Papa Major Bus Stop,https://www.google.com/maps/place/Papa+Major+Bus+Stop/data=!4m7!3m6!1s0x103b858012c88625:0x1042e363dc2ec3be!8m2!3d6.5238826!4d3.2576448!16s%2Fg%2F11gz6mljq!19sChIJJYbIEoCFOxARvsMu3GPjQhA,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Seliat Bus Stop,https://www.google.com/maps/place/Seliat+Bus+Stop/data=!4m7!3m6!1s0x103b903873570041:0x9ed320aa3c5d452d!8m2!3d6.58859!4d3.287262!16s%2Fg%2F11gzqh4mx!19sChIJQQBXcziQOxARLUVdPKog054,Bus stop,"Idimu Rd, Isheri Olofin 102213, Lagos, Nigeria",Alimosho,13416,56490,10062,33981,33815
Feyisetan Bus Stop,https://www.google.com/maps/place/Feyisetan+Bus+Stop/data=!4m7!3m6!1s0x103b852608d02d07:0x926aaa8a3ce66503!8m2!3d6.5565724!4d3.2228887!16s%2Fg%2F11h0pg6jp!19sChIJBy3QCCaFOxARA2XmPIqqapI,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Taylor Bus Stop,https://www.google.com/maps/place/Taylor+Bus+Stop/data=!4m7!3m6!1s0x103b85808e9b0289:0x5e4246cfde486487!8m2!3d6.5220638!4d3.257449!16s%2Fg%2F1hf9nff0x!19sChIJiQKbjoCFOxARh2RI3s9GQl4,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Adelani Bus Stop,https://www.google.com/maps/place/Adelani+Bus+Stop/data=!4m7!3m6!1s0x103b9a7a0b7e2d45:0xa023a8a7c0fd2374!8m2!3d6.6208294!4d3.252224!16s%2Fg%2F1v3sqd87!19sChIJRS1-C3qaOxARdCP9wKeoI6A,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
College Bus Stop,https://www.google.com/maps/place/College+Bus+Stop/data=!4m7!3m6!1s0x103b8fefb69270bd:0xd2cafcdb1070c592!8m2!3d6.554935!4d3.2696584!16s%2Fg%2F1td102lj!19sChIJvXCStu-POxARksVwENv8ytI,Bus stop,"Omo Boriowo St, Alimosho 102213, Lagos, Nigeria",Alimosho,20411,52710,7264,37362,33848
Oluwaga Bus Stop,https://www.google.com/maps/place/Oluwaga+Bus+Stop/data=!4m7!3m6!1s0x103b9a84617e546d:0xf043e46055c46beb!8m2!3d6.602669!4d3.2523823!16s%2Fg%2F1hjgmbn8v!19sChIJbVR-YYSaOxAR62vEVWDkQ_A,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Mosalasi Bus Stop,https://www.google.com/maps/place/Mosalasi+Bus+Stop/data=!4m7!3m6!1s0x103b90560215aaf5:0x9feb8bdf9783ad02!8m2!3d6.6101507!4d3.2931948!16s%2Fg%2F11g_47fcq!19sChIJ9aoVAlaQOxARAq2Dl9-L658,Bus stop,"A C St, Alimosho 102213, Lagos, Nigeria",Alimosho,11472,60087,13659,32037,31871
Aniya Bus Stop,https://www.google.com/maps/place/Aniya+Bus+Stop/data=!4m7!3m6!1s0x103b85315fb98a87:0x6b15d840b53db971!8m2!3d6.5624966!4d3.2320028!16s%2Fg%2F11b77jrw6h!19sChIJh4q5XzGFOxARcbk9tUDYFWs,Bus stop,"Abiodun Dayo Egan Street,, Nigeria",Alimosho,23455,50930,11435,44019,38019
Bolorunpelu Bus Stop,https://www.google.com/maps/place/Bolorunpelu+Bus+Stop/data=!4m7!3m6!1s0x103b8f94a1006021:0x45e0e845087b141c!8m2!3d6.5452208!4d3.2736187!16s%2Fg%2F12hkzr0f1!19sChIJIWAAoZSPOxARHBR7CEXo4EU,Bus stop,"Egbe Rd, Alimosho 102213, Lagos, Nigeria",Alimosho,19469,55812,4300,34398,30884
Igbogila Bus stop,https://www.google.com/maps/place/Igbogila+Bus+stop/data=!4m7!3m6!1s0x103b9ba630e351cd:0x6366a3c41361b559!8m2!3d6.6054328!4d3.2551474!16s%2Fg%2F11j03bw_c8!19sChIJzVHjMKabOxARWbVhE8SjZmM,Bus depot,"J744+53C, Fombo Ln, Idimu 102213, Lagos, Nigeria",Alimosho,16238,64590,18162,36803,36637
Keda Bus Stop,https://www.google.com/maps/place/Keda+Bus+Stop/data=!4m7!3m6!1s0x103b907d7bbd76ef:0xbe6363c9744ed4b1!8m2!3d6.6099801!4d3.2663298!16s%2Fg%2F12345xy2h!19sChIJ73a9e32QOxARsdROdMljY74,Bus stop,"Abesan Estate Ipaja, 2nd Ave, Alimosho, Lagos, Nigeria",Alimosho,17634,65986,19558,38198,38032
Sule,https://www.google.com/maps/place/Sule/data=!4m7!3m6!1s0x103b8580b7401567:0xbca0433a1b86bf91!8m2!3d6.5204383!4d3.2573457!16s%2Fg%2F11h0g47fr!19sChIJZxVAt4CFOxARkb-GGzpDoLw,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Cele Bus Stop,https://www.google.com/maps/place/Cele+Bus+Stop/data=!4m7!3m6!1s0x103b91af09464397:0x4ad083a19a4e2c75!8m2!3d6.6025678!4d3.3090949!16s%2Fg%2F11h0vzzhc!19sChIJl0NGCa-ROxARdSxOmqGD0Eo,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
MFM Bus Stop Onikanga,https://www.google.com/maps/place/MFM+Bus+Stop+Onikanga/data=!4m7!3m6!1s0x103b9aede9c726a9:0xa2f793bf1715e483!8m2!3d6.598684!4d3.2340651!16s%2Fg%2F11btyt1dpq!19sChIJqSbH6e2aOxARg-QVF7-T96I,Bus stop,"Onikanga St, Idimu 102213, Lagos, Nigeria",Alimosho,18935,67287,20859,39499,39334
Bank,https://www.google.com/maps/place/Bank/data=!4m7!3m6!1s0x103b8580b4c24cc5:0x6f295baf27278747!8m2!3d6.5199239!4d3.2573149!16s%2Fg%2F11h15zcq4!19sChIJxUzCtICFOxARR4cnJ69bKW8,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Alhaji Hassan Bus Stop,https://www.google.com/maps/place/Alhaji+Hassan+Bus+Stop/data=!4m7!3m6!1s0x103b85260dfc34b5:0x5415b66762510458!8m2!3d6.5563579!4d3.2225682!16s%2Fg%2F11g_msdb5!19sChIJtTT8DSaFOxARWARRYme2FVQ,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Car Wash Bus Stop,https://www.google.com/maps/place/Car+Wash+Bus+Stop/data=!4m7!3m6!1s0x103b90395529a9c9:0xf264c25464503bee!8m2!3d6.5837819!4d3.2835415!16s%2Fg%2F1hhwzszp8!19sChIJyakpVTmQOxAR7jtQZFTCZPI,Bus stop,"Idimu 102213, Ikeja, Lagos, Nigeria",Alimosho,19407,67759,21331,39971,39806
Alaroro Bus Stop,https://www.google.com/maps/place/Alaroro+Bus+Stop/data=!4m7!3m6!1s0x103b9051e2b2d8bd:0x1c707a82c84f7186!8m2!3d6.5996116!4d3.2929453!16s%2Fg%2F1hhvr6jm_!19sChIJvdiy4lGQOxARhnFPyIJ6cBw,Bus stop,"Akowonjo Rd, Egbeda 102213, Lagos, Nigeria",Alimosho,12101,58670,12242,32665,32499
Oreptal Bus Stop,https://www.google.com/maps/place/Oreptal+Bus+Stop/data=!4m7!3m6!1s0x103b9022bda7f7d1:0x2870921a97b54102!8m2!3d6.577088!4d3.2792649!16s%2Fg%2F119w0yq3h!19sChIJ0fenvSKQOxARAkG1lxqScCg,Bus stop,"Abdusalau Street, Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Vulcanizer Bus Stop,https://www.google.com/maps/place/Vulcanizer+Bus+Stop/data=!4m7!3m6!1s0x103b91ad700d8821:0xa0f4e87774ff70fe!8m2!3d6.6006655!4d3.3008778!16s%2Fg%2F1hhxr23xy!19sChIJIYgNcK2ROxAR_nD_dHfo9KA,Bus stop,"Akowonjo, Alimosho 102213, Ikeja, Lagos, Nigeria",Alimosho,13533,59885,8394,34097,33932
Faith Bus Stop,https://www.google.com/maps/place/Faith+Bus+Stop/data=!4m7!3m6!1s0x103b903930170c89:0xdb16ed771c08cee9!8m2!3d6.584801!4d3.284064!16s%2Fg%2F11gzl0_p3!19sChIJiQwXMDmQOxAR6c4IHHftFts,Bus stop,"Idimu Road, Alimosho 102213, Lagos, Nigeria",Alimosho,14222,57438,11010,34786,34620
Iron Market Bus Stop,https://www.google.com/maps/place/Iron+Market+Bus+Stop/data=!4m7!3m6!1s0x103b9aacc9f3f655:0x93e6b3a4a2309476!8m2!3d6.568217!4d3.251845!16s%2Fg%2F1hhvt62x0!19sChIJVfbzyayaOxARdpQwoqSz5pM,Bus stop,"Isheri Rd, Alimosho 102213, Lagos, Nigeria",Alimosho,21070,50274,9050,41634,35634
Paradise Bus Stop,https://www.google.com/maps/place/Paradise+Bus+Stop/data=!4m7!3m6!1s0x103b8fef8d3d6d95:0xa6e3e2337351adea!8m2!3d6.5564941!4d3.2698102!16s%2Fg%2F1hhw6jz6d!19sChIJlW09je-POxAR6q1RczPi46Y,Bus stop,"Omo Boriowo St, Alimosho 102213, Lagos, Nigeria",Alimosho,20411,52710,7264,37362,33848
Omolade Bus Stop,https://www.google.com/maps/place/Omolade+Bus+Stop/data=!4m7!3m6!1s0x103b854085c2eef9:0x9ed84948270ae654!8m2!3d6.54978!4d3.23862!16s%2Fg%2F1hhvwxk2y!19sChIJ-e7ChUCFOxARVOYKJ0hJ2J4,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Association Bus Stop,https://www.google.com/maps/place/Association+Bus+Stop/data=!4m7!3m6!1s0x103b9aa98f68a319:0x4d8eb61531b54d50!8m2!3d6.573884!4d3.256183!16s%2Fg%2F1hhxrw2p_!19sChIJGaNoj6maOxARUE21MRW2jk0,Bus stop,"Isheri Rd, Alimosho 102213, Lagos, Nigeria",Alimosho,21070,50274,9050,41634,35634
M.F.M Bus Stop,https://www.google.com/maps/place/M.F.M+Bus+Stop/data=!4m7!3m6!1s0x103b9aedc25c4471:0x6650d86a66f838bc!8m2!3d6.5986191!4d3.234036!16s%2Fg%2F12vsbwcj8!19sChIJcURcwu2aOxARvDj4ZmrYUGY,Bus stop,"onikanga street off camptain davies road ayobo, Alimosho, Lagos, Nigeria",Alimosho,22839,71190,24762,43403,43237
Council Bus Stop,https://www.google.com/maps/place/Council+Bus+Stop/data=!4m7!3m6!1s0x103b90200980043f:0x1cbe73da8a342819!8m2!3d6.5680308!4d3.2799612!16s%2Fg%2F11g_g0c1v!19sChIJPwSACSCQOxARGSg0itpzvhw,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Federal Bus Stop,https://www.google.com/maps/place/Federal+Bus+Stop/data=!4m7!3m6!1s0x103b9066ae42f745:0xa875227480bbd784!8m2!3d6.6045927!4d3.2739714!16s%2Fg%2F1tdf3c4g!19sChIJRfdCrmaQOxARhNe7gHQidag,Bus stop,"Alimosho 102213, Lagos, Nigeria",Alimosho,21640,49138,9620,42204,36204
Odo Eran Bus Stop,https://www.google.com/maps/place/Odo+Eran+Bus+Stop/data=!4m7!3m6!1s0x103b9aa9973b1daf:0x29592b61e37d3eb5!8m2!3d6.5741909!4d3.256588!16s%2Fg%2F11gzk85l4!19sChIJrx07l6maOxARtT5942ErWSk,Bus stop,"Isheri Rd, Alimosho 102213, Lagos, Nigeria",Alimosho,21070,50274,9050,41634,35634
Olorunfemi Bus station,https://www.google.com/maps/place/Olorunfemi+Bus+station/data=!4m7!3m6!1s0x103b853fa37c1177:0x477d07f40cef86a1!8m2!3d6.5487596!4d3.2366967!16s%2Fg%2F11h0jpvx3!19sChIJdxF8oz-FOxARoYbvDPQHfUc,Bus and Coach Station,"Isheri Rd, Alimosho 102213, Lagos, Nigeria",Alimosho,21070,50274,9050,41634,35634
Idimu Bus Station,https://www.google.com/maps/place/Idimu+Bus+Station/data=!4m7!3m6!1s0x103b9026aacad8bb:0x45ecb0463a3ba355!8m2!3d6.572907!4d3.283542!16s%2Fg%2F1tj9wc9b!19sChIJu9jKqiaQOxARVaM7Okaw7EU,Bus and Coach Station,"Omo Boriowo St, Alimosho 102213, Lagos, Nigeria",Alimosho,20411,52710,7264,37362,33848
Baba Oba Bus Stop,https://www.google.com/maps/place/Baba+Oba+Bus+Stop/data=!4m7!3m6!1s0x103b903b7ce3283d:0x49f1806539b2263b!8m2!3d6.5804153!4d3.283681!16s%2Fg%2F1hhx9h938!19sChIJPSjjfDuQOxAROyayOWWA8Uk,Bus stop,"Idimu Rd, Alimosho 102213, Lagos, Nigeria",Alimosho,14222,57438,11010,34786,34620
Olorun Adaba Bus Stop,https://www.google.com/maps/place/Olorun+Adaba+Bus+Stop/data=!4m7!3m6!1s0x103b90545c62a5f9:0xa52dc169654048f!8m2!3d6.6064791!4d3.2940101!16s%2Fg%2F11h008pbm!19sChIJ-aViXFSQOxARjwRUlhbcUgo,Bus stop,"Idimu Road, Alimosho 102213, Lagos, Nigeria",Alimosho,14222,57438,11010,34786,34620
Ijaiye Bustop,https://www.google.com/maps/place/Ijaiye+Bustop/data=!4m7!3m6!1s0x103b9730809a7207:0x65083783071aae93!8m2!3d6.6634!4d3.28581!16s%2Fg%2F1td0q09s!19sChIJB3KagDCXOxARk64aB4M3CGU,Bus stop,"Abeokuta Expy, Alimosho 101232, Lagos, Nigeria",Alimosho,14232,67601,22854,35321,37795
