title,placeUrl,category,address,LGA
Ijaiye Bus Stop,https://www.google.com/maps/place/Ijaiye+Bus+Stop/data=!4m7!3m6!1s0x103b8b734a251bd1:0x37e9b7cdfba9d820!8m2!3d6.4607575!4d3.3853977!16s%2Fg%2F1q62gl0wd!19sChIJ0RslSnOLOxARINip-8236Tc,Bus stop,"Ebute, Oke Arin St, Lagos Island, Lagos, Nigeria",Apapa
Tincan 2nd Gate Bus Stop,https://www.google.com/maps/place/Tincan+2nd+Gate+Bus+Stop/data=!4m7!3m6!1s0x103b8a345b87f885:0x2ef6ff7689d3834a!8m2!3d6.436254!4d3.355591!16s%2Fg%2F1hhvzb11j!19sChIJhfiHWzSKOxARSoPTiXb_9i4,Bus stop,"Apapa Oworonshoki Expy, Apapa 102272, Lagos, Nigeria",Apapa
Aiyenero Bus Stop,https://www.google.com/maps/place/Aiyenero+Bus+Stop/data=!4m7!3m6!1s0x103b8bde49c47d37:0x1eae4c978b251924!8m2!3d6.4593533!4d3.3414397!16s%2Fg%2F1hhw0yr7z!19sChIJN33ESd6LOxARJBkli5dMrh4,Bus stop,"Ojo Rd, Ajeromi-Ifelodun 102103, Lagos, Nigeria",Apapa
Etisalat junction,https://www.google.com/maps/place/Etisalat+junction/data=!4m7!3m6!1s0x103b8bacde5fb6bd:0x2fa768b2bd80fd92!8m2!3d6.4406407!4d3.3717734!16s%2Fg%2F1hhw_y6ry!19sChIJvbZf3qyLOxARkv2AvbJopy8,Bus stop,"Apapa 102272, Lagos, Nigeria",Apapa
Ware House Bus-Stop,https://www.google.com/maps/place/Ware+House+Bus-Stop/data=!4m7!3m6!1s0x103b89783c312993:0x13bf6a9c60af72f!8m2!3d6.4410725!4d3.329705!16s%2Fg%2F1tmmhhc6!19sChIJkykxPHiJOxARL_cKxqn2OwE,Bus stop,"Ajeromi-Ifelodun 102103, Lagos, Nigeria",Apapa
Trebor Roundabout,https://www.google.com/maps/place/Trebor+Roundabout/data=!4m7!3m6!1s0x103b8bb4d2f88a23:0xbabe187847fda15!8m2!3d6.4391937!4d3.3618488!16s%2Fg%2F1hhxd9mkj!19sChIJI4r40rSLOxARFdp_hIfhqws,Bus stop,"Apapa 102272, Lagos, Nigeria",Apapa
Moshalashi Bus Stop,https://www.google.com/maps/place/Moshalashi+Bus+Stop/data=!4m7!3m6!1s0x103b8bd8ccaddc55:0x1b9b9c71cbf87c25!8m2!3d6.4554155!4d3.3404996!16s%2Fg%2F12hs8fhc_!19sChIJVdytzNiLOxARJXz4y3Gcmxs,Bus stop,"Mba St, Ajeromi-Ifelodun 102103, Lagos, Nigeria",Apapa
Barracks Bustop,https://www.google.com/maps/place/Barracks+Bustop/data=!4m7!3m6!1s0x103b8bb0728b052f:0x1a7b1b6e6389dd16!8m2!3d6.4493241!4d3.3676583!16s%2Fg%2F1tf12q44!19sChIJLwWLcrCLOxARFt2JY24bexo,Bus stop,"Apapa 102272, Lagos, Nigeria",Apapa
Holly Bus Stop,https://www.google.com/maps/place/Holly+Bus+Stop/data=!4m7!3m6!1s0x103b8b1703f9ec07:0x64eccff259d6b307!8m2!3d6.4520906!4d3.3965027!16s%2Fg%2F1ptwzxk1l!19sChIJB-z5AxeLOxARB7PWWfLP7GQ,Bus stop,"Massey Bamgboshe Street, Lagos Island 102273, Lagos, Nigeria",Apapa
Louis Solomon Bus Stop,https://www.google.com/maps/place/Louis+Solomon+Bus+Stop/data=!4m7!3m6!1s0x103b8ac54545bcd3:0xa8d53c485dad9984!8m2!3d6.4276713!4d3.4087873!16s%2Fg%2F11gzvc2wn!19sChIJ07xFRcWKOxARhJmtXUg81ag,Bus stop,"Ahmadu Bello Way, Victoria Island 106104, Lagos, Nigeria",Apapa
7Up Bus Stop,https://www.google.com/maps/place/7Up+Bus+Stop/data=!4m7!3m6!1s0x103b8bdf91f97195:0x432a5f3bcc3fadf3!8m2!3d6.4591801!4d3.3400959!16s%2Fg%2F1hhwn0bgy!19sChIJlXH5kd-LOxAR860_zDtfKkM,Bus stop,"Ojo Rd, Ajeromi-Ifelodun 102103, Lagos, Nigeria",Apapa
Area B police Station,https://www.google.com/maps/place/Area+B+police+Station/data=!4m7!3m6!1s0x103b8bb00d1b9d0d:0x1cee282c9b6206d0!8m2!3d6.449412!4d3.367972!16s%2Fg%2F11b6bctc_n!19sChIJDZ0bDbCLOxAR0AZimywo7hw,Bus stop,"Apapa Quays 102272, Lagos, Nigeria",Apapa
Apapa Expressway,https://www.google.com/maps/place/Apapa+Expressway/data=!4m7!3m6!1s0x103b89742c11498d:0xf7d5ac000d25bda!8m2!3d6.442521!4d3.32341!16s%2Fg%2F11h84r5bdd!19sChIJjUkRLHSJOxAR2lvSAMBafQ8,Bus station,"Apapa 102103, Ikeja, Lagos, Nigeria",Apapa
Oja,https://www.google.com/maps/place/Oja/data=!4m7!3m6!1s0x103b8be201c78009:0x75a18b6b13ab526a!8m2!3d6.4661681!4d3.3390981!16s%2Fg%2F1ptyfbrng!19sChIJCYDHAeKLOxARalKrE2uLoXU,Bus stop,"Olatunji St, Alaba 102103, Lagos, Nigeria",Apapa
Oshodi Bus stop,https://www.google.com/maps/place/Oshodi+Bus+stop/data=!4m7!3m6!1s0x103b8b17c802e403:0x6889191b6c010459!8m2!3d6.4517655!4d3.3981228!16s%2Fg%2F1ptz6npmh!19sChIJA-QCyBeLOxARWQQBbBsZiWg,Bus stop,"Bamgbose St, Lagos Island 102273, Lagos, Nigeria",Apapa
