title,placeUrl,category,address,LGA
Epe,https://www.google.com/maps/place/Epe/data=!4m7!3m6!1s0x103945a1836d3b2f:0xa99e5ec2ca72a3e0!8m2!3d6.586555!4d3.951613!16s%2Fg%2F11ppc_8zyl!19sChIJLzttg6FFORAR4KNyysJenqk,Bus stop,"106101, Epe, Lagos, Nigeria",Epe
Bus Stop,https://www.google.com/maps/place/Bus+Stop/data=!4m7!3m6!1s0x1039442a81e4d2dd:0x92a6360a422d3f38!8m2!3d6.607546!4d3.9878148!16s%2Fg%2F1tcwz10g!19sChIJ3dLkgSpEORAROD8tQgo2ppI,Bus stop,"106101, Epe, Lagos, Nigeria",Epe
Orisha,https://www.google.com/maps/place/Orisha/data=!4m7!3m6!1s0x10394501618c72d7:0x35e3045a39597cbf!8m2!3d6.601848!4d3.942036!16s%2Fg%2F11fp8l6c46!19sChIJ13KMYQFFORARv3xZOVoE4zU,Bus station,"106103, Orisha, Lagos, Nigeria",Epe
Tas Station,https://www.google.com/maps/place/Tas+Station/data=!4m7!3m6!1s0x10394595032af7e3:0xd0a1cb5cae1f810f!8m2!3d6.5815502!4d3.9655428!16s%2Fg%2F1hhj5x925!19sChIJ4_cqA5VFORARD4EfrlzLodA,Gas station,"HXJ8+J6F, 106101, Epe, Lagos, Nigeria",Epe
Bus Stop,https://www.google.com/maps/place/Bus+Stop/data=!4m7!3m6!1s0x10394426fd3d2daf:0xff3b86934ea2980c!8m2!3d6.61911!4d3.9851727!16s%2Fg%2F1v38dk0t!19sChIJry09_SZEORARDJiiTpOGO_8,Bus stop,"106103, Odo-Mala, Lagos, Nigeria",Epe
Bus Stop,"https://www.google.com/maps/place/Bus+Stop/@6.6743921,4.0052393,17z/data=!3m1!4b1!4m6!3m5!1s0x1039416c788624a9:0xc3b30cf884b8fa3f!8m2!3d6.6743921!4d4.0052393!16s%2Fg%2F1t_fqg8h",Bus stop,"106103, Ibonwon, Lagos, Nigeria",Epe
